"State,City",Population
"Louisiana,Denham Springs",9389
"Maryland,Chesapeake Ranch Estates",9387
"Virginia,Countryside",9384
"Virginia,University of Virginia",9384
"Illinois,Rochelle",9380
"Montana,Anaconda",9380
"New York,West Glens Falls",9379
"Illinois,Manhattan",9366
"Minnesota,Mound",9365
"Pennsylvania,Warren",9363
"Texas,Heath",9362
"California,Marina del Rey",9355
"Oregon,Florence",9353
"Florida,Green Cove Springs",9351
"California,Crestline",9350
"Hawaii,Haiku-Pauwela",9347
"Illinois,Riverside",9346
"Wisconsin,Merrill",9344
"North Carolina,Hillsborough",9342
"Georgia,Fort Stewart",9340
"Colorado,Evergreen",9338
"Pennsylvania,Willow Street",9338
"South Carolina,Sangaree",9336
"New Jersey,Ventnor City",9333
"New York,Rensselaer",9330
"Utah,Hyrum",9330
"Michigan,Ecorse",9328
"New Jersey,South Amboy",9320
"Montana,Helena Valley Southeast",9316
"Pennsylvania,Mechanicsburg",9310
"Maryland,Lansdowne",9310
"Texas,Woodway",9310
"Michigan,Plymouth",9308
"Alabama,Sheffield",9305
"Michigan,Highland Park",9304
"New York,Springs",9301
"Tennessee,Winchester",9299
"Tennessee,Fairview",9299
"Kansas,Augusta",9299
"California,Rancho Mission Viejo",9298
"Illinois,Mahomet",9297
"Maryland,Leisure World",9291
"Pennsylvania,Quakertown",9285
"New Jersey,Leonia",9283
"Utah,Riverdale",9279
"Texas,Roanoke",9270
"Illinois,Sugar Grove",9266
"California,Rio del Mar",9264
"Wisconsin,St. Francis",9254
"Alabama,Southside",9253
"Missouri,Chillicothe",9253
"South Carolina,Laurens",9251
"Alabama,Forestdale",9251
"Virginia,Dunn Loring",9251
"Louisiana,Fort Polk South",9248
"New Jersey,Ashland",9248
"Minnesota,Waseca",9237
"Pennsylvania,Aliquippa",9237
"Wisconsin,Shawano",9227
"Michigan,Charlotte",9224
"New Jersey,Flanders",9221
"Washington,Burlington",9220
"Pennsylvania,Harleysville",9219
"Utah,Washington Terrace",9215
"Illinois,Frankfort Square",9214
"Ohio,Canal Winchester",9209
"New Mexico,Grants",9208
"Louisiana,Oak Hills Place",9201
"North Carolina,Rockingham",9200
"Georgia,Flowery Branch",9194
"Alabama,Pike Road",9193
"Virginia,Seven Corners",9191
"Missouri,Richmond Heights",9188
"Illinois,Willowbrook",9178
"Florida,Palm Beach",9175
"Michigan,Beecher",9171
"Michigan,Benton Harbor",9171
"Maryland,Coral Hills",9169
"West Virginia,Bridgeport",9165
"New York,Glens Falls North",9160
"New Jersey,Pine Lake Park",9148
"California,Tiburon",9146
"Minnesota,St. Anthony",9145
"Georgia,Panthersville",9143
"Minnesota,East Grand Forks",9140
"Louisiana,Harahan",9137
"Texas,Scenic Oaks",9136
"Connecticut,Riverside",9133
"New Jersey,Smithville",9127
"South Carolina,Lugoff",9127
"Alabama,Tuskegee",9125
"California,Oak Hills",9123
"Washington,Terrace Heights",9114
"New York,Woodbury",9111
"Michigan,Big Rapids",9105
"Pennsylvania,Conshohocken",9104
"Texas,Aransas Pass",9101
"California,Waterford",9100
"California,Fort Irwin",9100
"Idaho,Rathdrum",9099
"Alaska,Wasilla",9098
"Utah,Salem",9097
"Missouri,Des Peres",9096
"New Jersey,Cresskill",9096
"Illinois,Lynwood",9095
"Colorado,Redlands",9092
"Idaho,Middleton",9091
"Arizona,Picture Rocks",9084
"Kentucky,Elsmere",9080
"Maryland,Edgewater",9075
"Michigan,Saline",9072
"North Carolina,Kings Grant",9071
"Pennsylvania,Beaver Falls",9069
"New Jersey,White Meadow Lake",9069
"Pennsylvania,Perkasie",9068
"Nevada,Fallon",9068
"New Jersey,Whippany",9067
"Texas,Brownfield",9065
"Missouri,Sunset Hills",9062
"Florida,Miramar Beach",9059
"Pennsylvania,Glenshaw",9058
"Michigan,Greenville",9057
"Pennsylvania,Northwest Harborcreek",9052
"Minnesota,Little Falls",9049
"Florida,Davenport",9049
"New Mexico,Bernalillo",9049
"New York,Newark",9049
"Georgia,Toccoa",9048
"New Jersey,Absecon",9039
"Maryland,Temple Hills",9037
"Colorado,Delta",9036
"Kansas,Coffeyville",9032
"Georgia,Fitzgerald",9028
"Pennsylvania,Fairless Hills",9028
"Colorado,Craig",9026
"Wisconsin,McFarland",9026
"Indiana,Bargersville",9024
"California,Cloverdale",9023
"Arkansas,Hope",9010
"Idaho,Hailey",9001
"Illinois,Olney",8996
"Iowa,Mount Pleasant",8996
"North Carolina,Rolesville",8995
"Colorado,Derby",8995
"Texas,Murillo",8989
"New Jersey,Park Ridge",8987
"Missouri,Cameron",8987
"Ohio,Sheffield Lake",8985
"Virginia,Pulaski",8984
"Florida,Westgate",8981
"Illinois,Harwood Heights",8978
"Alabama,Tuscumbia",8977
"Florida,Lake Park",8971
"South Carolina,Woodfield",8970
"Georgia,Fair Oaks",8968
"Virginia,Innsbrook",8966
"Indiana,Huntertown",8965
"Florida,St. Pete Beach",8963
"Arizona,Winslow",8961
"Georgia,Skidaway Island",8961
"Illinois,Hawthorn Woods",8959
"Rhode Island,Greenville",8955
"Kentucky,Harrodsburg",8952
"Arizona,Arizona City",8950
"Missouri,Ladue",8949
"Hawaii,Ahuimanu",8943
"Utah,Hooper",8941
"Texas,Helotes",8937
"New Jersey,Haledon",8936
"Pennsylvania,Park Forest Village",8933
"Rhode Island,Cumberland Hill",8925
"Michigan,Westwood",8920
"Indiana,Angola",8916
"Georgia,Bemiss",8915
"Maryland,Edgemere",8915
"Michigan,Lapeer",8911
"Virginia,Purcellville",8910
"Virginia,Fishersville",8909
"Ohio,Napoleon",8907
"Washington,Summit",8897
"Texas,Highland Park",8895
"Illinois,Manteno",8893
"New Jersey,North Haledon",8893
"Louisiana,Merrydale",8889
"Kentucky,Fort Knox",8888
"Florida,Indian Harbour Beach",8888
"Wisconsin,Plymouth",8883
"Pennsylvania,Audubon",8883
"Louisiana,Old Jefferson",8875
"Minnesota,Oak Grove",8870
"New York,Stony Brook University",8868
"Michigan,Temperance",8866
"Colorado,Roxborough Park",8861
"Maine,Presque Isle",8859
"Pennsylvania,Bala Cynwyd",8858
"Pennsylvania,Collingdale",8857
"Wisconsin,Rice Lake",8851
"Kentucky,Maysville",8851
"Missouri,Clinton",8844
"Washington,Toppenish",8843
"Colorado,Woodmoor",8840
"Pennsylvania,Jeannette",8835
"Ohio,Bainbridge",8833
"New Jersey,Bogota",8830
"Georgia,Fort Valley",8829
"Pennsylvania,Carbondale",8828
"Mississippi,Gulf Hills",8825
"Illinois,Glencoe",8824
"New Jersey,Clayton",8818
"Georgia,Locust Grove",8816
"Texas,Perryton",8815
"New York,Bayport",8813
"New Jersey,Pitman",8812
"Illinois,Monmouth",8810
"Illinois,Rock Falls",8807
"Tennessee,Oakland",8805
"Illinois,Mascoutah",8803
"New Jersey,Caldwell",8800
"Tennessee,Fairfield Glade",8798
"Illinois,Savoy",8793
"Minnesota,Thief River Falls",8791
"Utah,Ivins",8786
"Louisiana,Village St. George",8786
"Washington,Orting",8781
"Pennsylvania,Kulpsville",8775
"New York,Port Jervis",8772
"Maryland,North Kensington",8771
"Tennessee,Signal Mountain",8770
"New Jersey,Boonton",8770
"Texas,Lago Vista",8769
"New Hampshire,Franklin",8766
"Alabama,Andalusia",8764
"Maryland,Cape St. Claire",8762
"Tennessee,Bloomingdale",8759
"Ohio,Perry Heights",8752
"New York,Valley Cottage",8749
"New Mexico,Anthony",8748
"Arizona,Tuba City",8748
"Colorado,Cortez",8742
"Oklahoma,Poteau",8741
"Illinois,Lake Villa",8741
"Ohio,North Madison",8739
"Kansas,Chanute",8737
"Florida,Brooksville",8735
"Alabama,Atmore",8734
"South Carolina,Seneca",8734
"Texas,Sanger",8730
"California,Taft",8730
"California,La Cresta",8726
"Pennsylvania,Sanatoga",8724
"Maine,Bath",8718
"Texas,Graham",8718
"Alabama,Clanton",8715
"Missouri,Park Hills",8708
"Illinois,Clarendon Hills",8707
"Mississippi,Booneville",8702
"California,Orosi",8701
"Washington,Hoquiam",8700
"New Jersey,Audubon",8693
"Ohio,Wyoming",8691
"Virginia,Fair Lakes",8689
"Louisiana,Reserve",8688
"Texas,Lamesa",8685
"Ohio,Olmsted Falls",8684
"North Carolina,Gibsonville",8684
"Ohio,Cheviot",8683
"Florida,Orange Park",8682
"Missouri,Pleasant Hill",8673
"Pennsylvania,East York",8670
"Virginia,Hollymead",8668
"Ohio,Bryan",8668
"Texas,Commerce",8667
"New York,Hillcrest",8667
"Tennessee,Covington",8666
"North Carolina,Wesley Chapel",8661
"South Carolina,Litchfield Beach",8660
"Ohio,Highland Heights",8658
"North Carolina,Oxford",8658
"Michigan,Tecumseh",8645
"Pennsylvania,Swissvale",8645
"New Jersey,McKee City",8644
"Kentucky,Hillview",8638
"Indiana,McCordsville",8629
"California,Gonzales",8628
"Puerto Rico,San Lorenzo",8628
"Florida,Micco",8618
"Kentucky,Fort Mitchell",8618
"North Carolina,Dunn",8616
"North Carolina,Ogden",8613
"Oklahoma,Clinton",8612
"Georgia,Druid Hills",8611
"Texas,Wharton",8595
"Washington,Summit View",8593
"Pennsylvania,Village Green-Green Ridge",8592
"Illinois,Glenwood",8590
"Kansas,Independence",8584
"New York,Malverne",8583
"New York,Mahopac",8573
"New Jersey,Closter",8573
"Texas,Dayton",8569
"Georgia,Gresham Park",8569
"Wisconsin,Delavan",8568
"Puerto Rico,San Sebastián",8568
"Arkansas,Monticello",8567
"Maryland,South Kensington",8566
"Wisconsin,Monona",8560
"Alabama,Guntersville",8559
"Virginia,Lake of the Woods",8557
"Illinois,Paris",8553
"New Mexico,Socorro",8553
"Montana,Helena Valley West Central",8550
"Minnesota,Baxter",8544
"Louisiana,Westwego",8538
"Texas,Bee Cave",8538
"Puerto Rico,Aibonito",8532
"California,University of California-Davis",8532
"Nebraska,Gering",8521
"California,Los Altos Hills",8520
"Alaska,Sitka",8518
"Michigan,Center Line",8515
"Vermont,Barre",8514
"Pennsylvania,Lewistown",8513
"Virginia,Smithfield",8513
"Oklahoma,Blanchard",8511
"Texas,Richland Hills",8505
"New York,Hastings-on-Hudson",8505
"Florida,Broadview Park",8505
"Oklahoma,Sallisaw",8503
"Maryland,Bryans Road",8502
"Washington,Milton",8501
"California,Montecito",8494
"Pennsylvania,Old Forge",8494
"South Carolina,Lancaster",8489
"New Mexico,Corrales",8488
"Florida,Seffner",8484
"Missouri,Perryville",8482
"New York,South Lockport",8480
"Washington,Othello",8470
"New Jersey,West Long Branch",8470
"Oregon,West Haven-Sylvan",8469
"New York,Farmingdale",8468
"Alabama,Arab",8462
"California,Templeton",8458
"Pennsylvania,Lock Haven",8458
"Wisconsin,Village of Waukesha",8455
"Pennsylvania,Pleasant Hills",8454
"New Mexico,Shiprock",8452
"Missouri,Warrenton",8450
"Michigan,Menominee",8449
"Idaho,Sandpoint",8448
"Minnesota,Virginia",8444
"Virginia,Dumbarton",8443
"Montana,Miles City",8441
"California,Midway City",8440
"Puerto Rico,Arroyo",8438
"South Carolina,Georgetown",8435
"Texas,Fort Stockton",8433
"Pennsylvania,Folsom",8430
"Florida,North Merritt Island",8429
"Oregon,Sutherlin",8429
"Florida,Springfield",8429
"Alaska,Kalifornsky",8428
"Kentucky,Edgewood",8427
"Illinois,Crete",8425
"New Jersey,Newton",8423
"South Carolina,York",8423
"South Carolina,Sans Souci",8421
"New Jersey,Northfield",8419
"Virginia,Laurel Hill",8415
"New Jersey,Crestwood Village",8414
"New Jersey,Montvale",8413
"Missouri,Olivette",8408
"Utah,Summit Park",8406
"Kentucky,Corbin",8397
"North Carolina,Half Moon",8397
"Oklahoma,Skiatook",8396
"North Carolina,Conover",8393
"North Carolina,Black Mountain",8386
"Tennessee,Harrison",8383
"Wyoming,Rawlins",8382
"New Jersey,Kenilworth",8377
"Illinois,Harrisburg",8375
"New Jersey,East Franklin",8375
"Hawaii,Lihue",8371
"Ohio,Orrville",8369
"Alaska,Meadow Lakes",8367
"Kansas,Valley Center",8365
"Arkansas,Stuttgart",8363
"Maryland,Stevensville",8359
"Michigan,Flushing",8356
"Ohio,Eaton",8355
"Texas,Dalhart",8354
"Wisconsin,Somers",8354
"Utah,Park City",8352
"New Jersey,Upper Saddle River",8352
"Arkansas,Wynne",8352
"Virginia,Abingdon",8350
"California,Plumas Lake",8349
"Washington,Ephrata",8348
"California,Heber",8346
"Alabama,Meridianville",8344
"Arkansas,Beebe",8343
"Texas,Kennedale",8342
"Maine,Ellsworth",8340
"New Jersey,Pomona",8340
"Indiana,Princeton",8337
"North Carolina,Aberdeen",8333
"Texas,Hondo",8332
"Nevada,Winnemucca",8325
"Iowa,Denison",8323
"Indiana,Brazil",8320
"Colorado,Trinidad",8318
"New Jersey,Runnemede",8316
"Texas,Whitehouse",8316
"Ohio,St. Marys",8311
"Missouri,Berkeley",8310
"Pennsylvania,Castle Shannon",8307
"Michigan,Mason",8307
"Connecticut,Long Hill",8307
"California,Rolling Hills Estates",8305
"New York,Wading River",8304
"Wisconsin,Lake Geneva",8300
"Indiana,Elwood",8295
"North Carolina,Butner",8295
"Ohio,Shelby",8294
"Maryland,Mount Rainier",8290
"New York,Croton-on-Hudson",8289
"Pennsylvania,Bellevue",8287
"Illinois,Hillside",8286
"New York,Hornell",8284
"Florida,Citrus Hills",8279
"California,Spring Valley Lake",8266
"Virginia,Wytheville",8260
"Illinois,Long Grove",8258
"Wisconsin,Kronenwetter",8257
"Pennsylvania,Dormont",8255
"Wisconsin,Mukwonago",8255
"California,Topanga",8255
"Ohio,Oberlin",8253
"North Carolina,Oak Island",8252
"Minnesota,Orono",8252
"Pennsylvania,Mount Joy",8251
"Virginia,Franklin",8249
"New York,Johnstown",8247
"Minnesota,Waite Park",8245
"Wisconsin,Altoona",8244
"Pennsylvania,Brookhaven",8243
"Missouri,Murphy",8241
"New Jersey,Oradell",8236
"Colorado,Applewood",8236
"Louisiana,Eden Isle",8233
"West Virginia,Oak Hill",8228
"Missouri,Oak Grove",8228
"Texas,Liberty",8227
"Illinois,Gilberts",8220
"Missouri,Maplewood",8220
"Minnesota,Minnetrista",8215
"Pennsylvania,Wilson",8215
"Delaware,Wilmington Manor",8212
"Oregon,Hood River",8210
"Pennsylvania,Breinigsville",8205
"Texas,Travis Ranch",8201
"Oklahoma,Cushing",8201
"Ohio,Bellevue",8201
"Texas,Cuero",8200
"Louisiana,Scott",8200
"Utah,Providence",8199
"Oregon,Stayton",8199
"Missouri,Brentwood",8198
"Maryland,Mayo",8197
"Michigan,Hillsdale",8196
"West Virginia,Moundsville",8195
"Georgia,Austell",8194
"Texas,Hillsboro",8193
"Utah,Price",8192
"Connecticut,Glastonbury Center",8187
"Texas,Iowa Colony",8187
"New Jersey,Dayton",8185
"Oregon,Green",8182
"Illinois,Oak Brook",8178
"Wisconsin,Rhinelander",8177
"Puerto Rico,Juncos",8174
"Nevada,Laughlin",8174
"Tennessee,Jefferson City",8173
"California,Orland",8168
"Georgia,Hampton",8166
"Florida,Fern Park",8164
"New Jersey,Spotswood",8163
"Tennessee,Pulaski",8163
"California,Corning",8156
"Alaska,Ketchikan",8150
"Pennsylvania,Hatboro",8150
"Wisconsin,Sheboygan Falls",8147
"Louisiana,Prien",8147
"Tennessee,Milan",8143
"Ohio,Kenwood",8143
"Nebraska,Alliance",8141
"New York,North Patchogue",8138
"California,Guadalupe",8138
"Virginia,Bellwood",8138
"Texas,Kirby",8134
"Connecticut,Thompsonville",8134
"Maryland,Four Corners",8131
"Pennsylvania,Parkville",8131
"Georgia,Irondale",8127
"North Carolina,Clinton",8124
"Colorado,Milliken",8122
"South Carolina,Union",8119
"Illinois,Maryville",8115
"Pennsylvania,Camp Hill",8115
"Georgia,Dock Junction",8111
"Missouri,Nevada",8111
"Ohio,Groesbeck",8110
"Montana,Livingston",8110
"Pennsylvania,Carnegie",8100
"Minnesota,St. Francis",8099
"Ohio,Grandview Heights",8099
"Missouri,Carl Junction",8099
"North Carolina,Roxboro",8097
"New York,Manhasset",8093
"Nebraska,York",8091
"Iowa,Sioux Center",8090
"Georgia,Centerville",8089
"Utah,Richfield",8086
"Washington,Selah",8081
"California,Westlake Village",8081
"California,Interlaken",8079
"Mississippi,Senatobia",8075
"New Jersey,Basking Ridge",8074
"Michigan,Albion",8061
"Minnesota,New Prague",8060
"Pennsylvania,Latrobe",8058
"California,Pismo Beach",8058
"Florida,North Bay Village",8057
"Illinois,Island Lake",8057
"Michigan,Grand Blanc",8055
"Wisconsin,Antigo",8054
"California,Thousand Palms",8052
"Illinois,Rockton",8051
"Colorado,Gypsum",8047
"Pennsylvania,Downingtown",8047
"Minnesota,Mahtomedi",8041
"California,Firebaugh",8040
"Virginia,Vinton",8039
"Florida,Quincy",8038
"Missouri,Boonville",8036
"Ohio,Kenton",8032
"Texas,Los Fresnos",8023
"California,Alondra Park",8022
"New Jersey,Butler",8019
"Illinois,Hampshire",8019
"Michigan,Whitmore Lake",8019
"Vermont,Winooski",8015
"New Jersey,Madison Park",8014
"Virginia,South Boston",8011
"Delaware,North Star",8009
"Washington,Duvall",8007
"Kansas,Fort Riley",8006
"Idaho,Payette",7999
"New Jersey,Atco",7999
"Illinois,Broadview",7997
"Montana,Evergreen",7988
"Minnesota,Wyoming",7984
"Mississippi,St. Martin",7984
"Texas,Homestead Meadows South",7981
"Vermont,Montpelier",7966
"Oregon,Jennings Lodge",7953
"New York,Port Jefferson",7951
"New York,Center Moriches",7948
"Colorado,Fort Lupton",7947
"Missouri,Dexter",7947
"Michigan,Three Rivers",7946
"Illinois,South Beloit",7943
"Illinois,Silvis",7942
"Pennsylvania,Grove City",7942
"North Carolina,Fletcher",7935
"California,Gold River",7932
"North Dakota,Wahpeton",7928
"New York,Congers",7926
"Florida,McGregor",7924
"Virginia,Greenbriar",7914
"Arizona,Golden Valley",7914
"Pennsylvania,Bradford",7913
"Florida,Wedgefield",7912
"Washington,Waller",7907
"Illinois,Lincolnshire",7905
"Texas,Jersey Village",7904
"New Jersey,Fort Dix",7904
"Tennessee,Humboldt",7899
"Ohio,Withamsville",7899
"Puerto Rico,Luquillo",7898
"California,Earlimart",7896
"Washington,Sequim",7896
"Texas,Paloma Creek South",7896
"Wisconsin,Ashland",7890
"New Jersey,Brigantine",7890
"Texas,Pearsall",7888
"Kansas,Spring Hill",7883
"Colorado,Fruitvale",7883
"Virginia,Rockwood",7880
"Florida,Fruitland Park",7879
"California,Good Hope",7877
"Illinois,Park City",7876
"South Dakota,Rapid Valley",7875
"Connecticut,Southwood Acres",7875
"Oregon,Scappoose",7871
"Michigan,St. Joseph",7868
"Washington,Barberton",7865
"New Jersey,Bernardsville",7862
"Indiana,Charlestown",7859
"Kansas,Bonner Springs",7858
"Tennessee,Ripley",7856
"New York,Lake Carmel",7854
"Colorado,Woodland Park",7854
"Delaware,Seaford",7852
"Virginia,Fort Belvoir",7850
"Tennessee,Lexington",7849
"Alabama,Orange Beach",7847
"Maryland,Savage",7841
"Virginia,Crozet",7840
"Iowa,Perry",7836
"Pennsylvania,Blandon",7836
"Ohio,Campbell",7831
"Arkansas,Newport",7829
"New York,Ilion",7826
"Iowa,Webster City",7825
"Alabama,Bay Minette",7824
"Wisconsin,Jefferson",7821
"Oklahoma,Catoosa",7821
"South Carolina,Burton",7818
"Kansas,Park City",7817
"Louisiana,Lacombe",7817
"California,Yreka",7807
"New York,Garden City Park",7807
"Utah,South Weber",7801
"Illinois,West Dundee",7797
"Minnesota,Albertville",7792
"New York,Mount Ivy",7792
"Michigan,Grand Ledge",7792
"Ohio,Northridge",7791
"California,Boyes Hot Springs",7791
"Massachusetts,Middleborough Center",7790
"Illinois,Chester",7787
"Wisconsin,Ripon",7784
"Montana,Whitefish",7783
"Minnesota,Shorewood",7779
"New York,Mechanicstown",7777
"Washington,Stanwood",7776
"Virginia,Mantua",7771
"North Carolina,Woodfin",7771
"California,Alta Sierra",7769
"Iowa,Decorah",7767
"Oklahoma,Collinsville",7765
"New Jersey,Glen Ridge",7764
"Louisiana,St. Rose",7764
"New Jersey,Bloomingdale",7759
"Alabama,Brook Highland",7754
"South Carolina,Clinton",7753
"Illinois,Princeton",7750
"Pennsylvania,Palmyra",7750
"California,Cherry Valley",7749
"Kansas,Wellington",7745
"North Carolina,Siler City",7742
"New York,Baldwinsville",7739
"Texas,Belterra",7736
"Virginia,Long Branch",7734
"California,Paradise",7730
"Colorado,Lochbuie",7730
"New York,Westmere",7730
"Louisiana,Ponchatoula",7729
"Michigan,Ludington",7728
"Wisconsin,Mount Horeb",7727
"New Jersey,Fanwood",7727
"Nebraska,Blair",7725
"Texas,Joshua",7722
"Pennsylvania,Leola",7721
"Washington,Clover Creek",7718
"New York,Port Jefferson Station",7716
"Texas,Highlands",7714
"North Carolina,Brevard",7712
"Louisiana,Breaux Bridge",7711
"Wisconsin,Hales Corners",7704
"North Carolina,Marion",7703
"Florida,Mims",7702
"California,Oroville East",7701
"Michigan,St. Johns",7700
"Kentucky,Oak Grove",7699
"Pennsylvania,Millersville",7698
"Ohio,Fairlawn",7697
"Oklahoma,Wagoner",7694
"Colorado,Severance",7691
"Massachusetts,Mansfield Center",7689
"Florida,South Apopka",7688
"Illinois,Inverness",7684
"Florida,Odessa",7682
"New Jersey,Mystic Island",7679
"Michigan,Houghton",7675
"Illinois,Jerseyville",7674
"Iowa,Clear Lake",7673
"South Carolina,Travelers Rest",7670
"Hawaii,Makawao",7670
"South Carolina,Camden",7666
"Florida,Southeast Arcadia",7664
"Utah,Plain City",7662
"Maryland,Robinwood",7662
"Mississippi,New Albany",7657
"California,South San Gabriel",7653
"Nebraska,Seward",7651
"Texas,Sunnyvale",7647
"Ohio,Hubbard",7645
"California,Piñon Hills",7641
"California,Ojai",7640
"New Mexico,Ruidoso",7636
"Colorado,Lamar",7636
"Colorado,Twin Lakes",7635
"Washington,Quincy",7630
"Pennsylvania,White Oak",7623
"Texas,River Oaks",7623
"California,California Polytechnic State University",7622
"Georgia,Tyrone",7615
"Texas,Monahans",7614
"Texas,Navasota",7614
"Florida,Southwest Ranches",7613
"Puerto Rico,San Isidro",7613
"Virginia,Montrose",7612
"Connecticut,Rockville",7612
"Ohio,Canfield",7605
"Ohio,Landen",7605
"California,Fairfax",7605
"California,Cotati",7603
"Arkansas,Farmington",7601
"Michigan,Hudsonville",7598
"California,Larkfield-Wikiup",7595
"Texas,Lake Dallas",7594
"Iowa,Creston",7594
"Virginia,Floris",7592
"Pennsylvania,Pittston",7589
"New York,Briarcliff Manor",7587
"South Carolina,Valley Falls",7583
"Utah,Farr West",7581
"New Jersey,Dunellen",7580
"Kansas,Fort Scott",7579
"Maryland,Brunswick",7578
"New York,Williston Park",7571
"South Carolina,Hartsville",7565
"California,Sebastopol",7563
"Illinois,Round Lake Park",7559
"Pennsylvania,Ellwood City",7555
"New Jersey,Watsessing",7555
"Pennsylvania,Villanova",7553
"Wyoming,Lander",7551
"Pennsylvania,DuBois",7548
"Louisiana,Bridge City",7542
"North Carolina,Kill Devil Hills",7541
"Iowa,Knoxville",7537
"Virginia,Collinsville",7529
"California,Ben Lomond",7528
"Virginia,Bull Run",7526
"Hawaii,Waikoloa Village",7519
"California,Kentfield",7517
"Kentucky,Mount Sterling",7517
"Michigan,Iron Mountain",7516
"Texas,Cleveland",7515
"New Mexico,Bloomfield",7514
"Ohio,Independence",7512
"California,Gridley",7510
"Minnesota,Crookston",7509
"Maryland,Baltimore Highlands",7506
"Michigan,Shields",7506
"Louisiana,Red Chute",7504
"West Virginia,Dunbar",7500
"Pennsylvania,Middletown",7495
"Hawaii,Kula",7495
"Hawaii,Waikele",7495
"Kentucky,London",7492
"California,Nuevo",7491
"New Jersey,Berlin",7484
"Indiana,Tell City",7482
"Tennessee,South Cleveland",7481
"Pennsylvania,New Cumberland",7481
"Ohio,Chesterland",7481
"Michigan,Hastings",7480
"Virginia,Ashland",7478
"Florida,Inverness Highlands South",7477
"New York,Pleasantville",7469
"Illinois,Marengo",7466
"Arizona,Page",7466
"Wisconsin,Vernon",7464
"North Carolina,Etowah",7464
"Michigan,Brighton",7462
"South Carolina,Welcome",7462
"North Carolina,Oak Ridge",7461
"Florida,Arcadia",7460
"California,Woodlake",7458
"California,Escalon",7458
"Ohio,Dry Run",7457
"California,Lake Mathews",7455
"New Jersey,Haddon Heights",7453
"Indiana,Lakes of the Four Seasons",7453
"Maryland,Fairwood",7453
"Alaska,Kenai",7452
"Florida,Williamsburg",7449
"Maine,Caribou",7448
"Florida,Clewiston",7447
"Florida,Longboat Key",7446
"Texas,Lucas",7437
"Nevada,Moapa Valley",7436
"Michigan,St. Louis",7435
"Florida,Sky Lake",7431
"Georgia,Swainsboro",7430
"New Jersey,Palmyra",7429
"New York,Great Neck Plaza",7429
"Washington,Chehalis",7427
"Michigan,Freeland",7427
"California,Hughson",7425
"Nebraska,McCook",7425
"Pennsylvania,Wayne",7425
"Georgia,Auburn",7424
"Pennsylvania,Gettysburg",7423
"Florida,Inverness",7423
"Colorado,Eagle",7420
"Utah,Santa Clara",7418
"Texas,Lackland AFB",7417
"Florida,Lecanto",7416
"Arkansas,Trumann",7416
"Maine,Old Town",7415
"New York,Hudson Falls",7413
"Oklahoma,Tuttle",7412
"Pennsylvania,Glenside",7411
"Idaho,Emmett",7408
"Mississippi,Batesville",7404
"Alaska,Steele Creek",7399
"Iowa,Charles City",7399
"Connecticut,New Canaan",7399
"California,Joshua Tree",7398
"Virginia,Woodlake",7398
"Delaware,Pike Creek",7398
"Alabama,Greenville",7395
"Washington,North Bend",7393
"Missouri,Marshfield",7391
"California,East Foothills",7391
"California,Franklin",7386
"Tennessee,La Follette",7384
"Illinois,North Riverside",7382
"Oregon,Madras",7381
"Louisiana,Galliano",7378
"Kentucky,Pikeville",7376
"New Mexico,Belen",7374
"California,Oceano",7371
"New York,Northport",7360
"Texas,Alamo Heights",7360
"Arizona,Wickenburg",7359
"Texas,Providence Village",7359
"Michigan,Fair Plain",7357
"Texas,Hitchcock",7341
"Texas,Mont Belvieu",7339
"Puerto Rico,Utuado",7336
"Louisiana,Rayne",7332
"Kentucky,Villa Hills",7331
"North Carolina,Forest City",7330
"Puerto Rico,Sabana Seca",7330
"Massachusetts,Whitinsville",7329
"Virginia,North Springfield",7323
"California,Mammoth Lakes",7321
"Maryland,Riverdale Park",7321
"New Jersey,Emerson",7317
"New Jersey,Yorketown",7316
"Hawaii,Pukalani",7315
"Kentucky,Flatwoods",7314
"Iowa,Washington",7314
"Puerto Rico,San Antonio",7311
"Utah,Enoch",7307
"Oklahoma,Piedmont",7306
"South Carolina,Bennettsville",7306
"New York,Scotia",7305
"New York,Nyack",7303
"Illinois,West Frankfort",7299
"Pennsylvania,Archbald",7295
"Texas,West Livingston",7295
"Minnesota,Belle Plaine",7293
"New Jersey,Rumson",7292
"New York,Cedarhurst",7290
"New York,Sound Beach",7289
"Virginia,Lexington",7287
"Wisconsin,Kimberly",7286
"Florida,Lake Lorraine",7283
"Maryland,Frostburg",7282
"Colorado,La Junta",7282
"Ohio,Wauseon",7277
"New York,Oakdale",7276
"South Carolina,Centerville",7276
"Illinois,Murphysboro",7270
"Arkansas,Pocahontas",7269
"Illinois,Salem",7269
"Missouri,Aurora",7268
"Florida,Inwood",7267
"Ohio,Bellbrook",7266
"Virginia,Farmville",7266
"Illinois,Robinson",7264
"Michigan,Walled Lake",7263
"Florida,Newberry",7261
"California,Sausalito",7260
"North Carolina,King",7258
"Minnesota,Dayton",7257
"Michigan,River Rouge",7257
"Florida,North Weeki Wachee",7257
"New York,Hewlett",7256
"South Carolina,Forestbrook",7256
"Wisconsin,Cottage Grove",7255
"Pennsylvania,Maple Glen",7255
"Washington,Sudden Valley",7251
"California,Calipatria",7247
"New York,Brockport",7246
"Alabama,Pinson",7242
"Illinois,University Park",7239
"Oregon,Garden Home-Whitford",7237
